AcresBurned,Counties,Started,Started_Date,Started_Hour
6309.0,"Riverside, CA",2017-06-26T15:10:00Z,2017-06-26,15
6151.0,"Butte, CA",2017-10-09T00:57:00Z,2017-10-09,00
6049.0,"Los Angeles, CA",2017-12-05T11:31:00Z,2017-12-05,11
6042.0,"Lassen, CA",2017-08-29T14:36:00Z,2017-08-29,14
6033.0,"Butte, CA",2017-07-07T14:52:00Z,2017-07-07,14
5738.0,"Fresno, CA",2017-04-20T15:40:00Z,2017-04-20,15
5247.0,"Stanislaus, CA",2017-07-31T13:44:00Z,2017-07-31,13
4736.0,"Trinity, CA",2017-08-07T22:30:00Z,2017-08-07,22
4310.0,"Plumas, CA",2017-07-29T18:55:00Z,2017-07-29,18
4100.0,"San Diego, CA",2017-12-07T11:15:00Z,2017-12-07,11
4016.0,"Butte, CA",2017-08-29T13:16:00Z,2017-08-29,13
3874.0,"Riverside, CA",2017-09-02T13:33:00Z,2017-09-02,13
3142.0,"Siskiyou, CA",2017-08-07T17:45:00Z,2017-08-07,17
2940.0,"Kern, CA",2017-07-07T09:18:00Z,2017-07-07,09
2662.0,"Orange, CA",2017-09-25T13:03:00Z,2017-09-25,13
2575.0,"Plumas, CA",2017-09-05T18:38:00Z,2017-09-05,18
2312.0,"Kings, CA",2017-08-24T18:13:00Z,2017-08-24,18
2295.0,"Tulare, CA",2017-08-02T18:00:00Z,2017-08-02,18
2289.0,"Tulare, CA",2017-07-30T17:43:00Z,2017-07-30,17
2269.0,"Yolo, CA",2017-07-06T12:41:00Z,2017-07-06,12
2207.0,"Lake, CA",2017-10-08T23:59:00Z,2017-10-08,23
2056.0,"San Diego, CA",2017-05-20T23:19:00Z,2017-05-20,23
1868.0,"Sonoma, CA",2017-10-09T01:00:00Z,2017-10-09,01
1816.0,"Monterey, CA",2017-07-08T18:30:00Z,2017-07-08,18
1816.0,"San Luis Obispo, CA",2017-07-08T18:30:00Z,2017-07-08,18
1800.0,"Merced, CA",2017-05-12T15:30:00Z,2017-05-12,15
1749.0,"Stanislaus, CA",2017-09-03T16:23:00Z,2017-09-03,16
1660.0,"Sonoma, CA",2017-10-09T14:00:00Z,2017-10-09,14
1649.0,"Fresno, CA",2017-07-17T13:15:00Z,2017-07-17,13
1626.0,"Kern, CA",2017-07-06T12:29:00Z,2017-07-06,12
1598.0,"San Luis Obispo, CA",2017-06-26T15:27:00Z,2017-06-26,15
1538.0,"Fresno, CA",2017-07-02T22:28:00Z,2017-07-02,22
1522.0,"Kern, CA",2017-06-18T14:22:00Z,2017-06-18,14
1503.0,"San Bernardino, CA",2017-06-19T15:05:00Z,2017-06-19,15
1431.0,"Madera, CA",2017-06-10T13:19:00Z,2017-06-10,13
1350.0,"Kern, CA",2017-07-30T16:17:00Z,2017-07-30,16
1350.0,"Riverside, CA",2017-04-30T15:23:00Z,2017-04-30,15
1319.0,"Kern, CA",2017-09-01T14:37:00Z,2017-09-01,14
1286.0,"Sacramento, CA",2017-07-26T14:45:00Z,2017-07-26,14
1200.0,"Kern, CA",2017-06-30T13:49:00Z,2017-06-30,13
1088.0,"San Diego, CA",2017-10-17T10:19:00Z,2017-10-17,10
1083.0,"Kern, CA",2017-07-18T11:45:00Z,2017-07-18,11
1044.0,"Riverside, CA",2017-08-13T16:10:00Z,2017-08-13,16
1035.0,"Madera, CA",2017-09-03T13:06:00Z,2017-09-03,13
1020.0,"Plumas, CA",2017-08-06T15:32:00Z,2017-08-06,15
1000.0,"San Diego, CA",2017-05-25T18:15:00Z,2017-05-25,18
995.0,"Shasta, CA",2017-09-12T06:58:00Z,2017-09-12,06
976.0,"Fresno, CA",2017-04-28T15:40:00Z,2017-04-28,15
900.0,"Mendocino, CA",2017-07-16T14:51:00Z,2017-07-16,14
867.0,"Yuba, CA",2017-08-20T14:44:00Z,2017-08-20,14
866.0,"Riverside, CA",2017-10-26T12:34:00Z,2017-10-26,12
859.0,"Lassen, CA",2017-08-06T19:52:00Z,2017-08-06,19
800.0,"Los Angeles, CA",2017-06-17T13:55:00Z,2017-06-17,13
775.0,"San Luis Obispo, CA",2017-08-11T16:06:00Z,2017-08-11,16
760.0,"Los Angeles, CA",2017-06-25T12:47:00Z,2017-06-25,12
690.0,"Tuolumne, CA",2017-07-29T13:50:00Z,2017-07-29,13
680.0,"Mariposa, CA",2017-09-03T13:10:00Z,2017-09-03,13
670.0,"San Bernardino, CA",2017-06-27T15:22:00Z,2017-06-27,15
630.0,"Mariposa, CA",2017-06-28T15:49:00Z,2017-06-28,15
562.0,"Modoc, CA",2017-06-28T13:50:00Z,2017-06-28,13
545.0,"Riverside, CA",2017-08-14T15:45:00Z,2017-08-14,15
530.0,"Lassen, CA",2017-08-06T15:29:00Z,2017-08-06,15
506.0,"Kern, CA",2017-05-20T14:23:00Z,2017-05-20,14
486.0,"San Diego, CA",2017-05-19T14:45:00Z,2017-05-19,14
469.0,"Siskiyou, CA",2017-07-05T11:05:00Z,2017-07-05,11
460.0,"San Luis Obispo, CA",2017-08-02T10:15:00Z,2017-08-02,10
460.0,"San Bernardino, CA",2017-07-14T14:23:00Z,2017-07-14,14
450.0,"Fresno, CA",2017-06-11T17:15:00Z,2017-06-11,17
444.0,"Santa Barbara, CA",2017-09-29T14:42:00Z,2017-09-29,14
429.0,"Madera, CA",2017-09-18T16:04:00Z,2017-09-18,16
426.0,"El Dorado, CA",2017-10-13T13:16:00Z,2017-10-13,13
422.0,"Los Angeles, CA",2017-12-06T06:31:00Z,2017-12-06,06
416.0,"Tulare, CA",2017-07-20T19:16:00Z,2017-07-20,19
410.0,"Modoc, CA",2017-07-13T15:23:00Z,2017-07-13,15
400.0,"San Diego, CA",2017-07-11T13:45:00Z,2017-07-11,13
400.0,"Fresno, CA",2017-05-10T15:27:00Z,2017-05-10,15
391.0,"Santa Cruz, CA",2017-10-16T22:30:00Z,2017-10-16,22
380.0,"Modoc, CA",2017-04-03T16:00:00Z,2017-04-03,16
370.0,"Mono, CA",2017-11-13T11:28:00Z,2017-11-13,11
370.0,"Contra Costa, CA",2017-07-08T15:26:00Z,2017-07-08,15
357.0,"Fresno, CA",2017-06-23T16:00:00Z,2017-06-23,16
340.0,"San Luis Obispo, CA",2017-07-09T13:49:00Z,2017-07-09,13
339.0,"Tulare, CA",2017-06-07T11:55:00Z,2017-06-07,11
338.0,"Kern, CA",2017-08-10T14:32:00Z,2017-08-10,14
325.0,"San Bernardino, CA",2017-08-03T15:35:00Z,2017-08-03,15
319.0,"Del Norte, CA",2017-07-19T14:00:00Z,2017-07-19,14
300.0,"Riverside, CA",2017-12-07T13:14:00Z,2017-12-07,13
288.0,"Kern, CA",2017-05-15T14:05:00Z,2017-05-15,14
260.0,"San Bernardino, CA",2017-12-05T13:35:00Z,2017-12-05,13
255.0,"San Diego, CA",2017-07-22T15:00:00Z,2017-07-22,15
245.0,"San Luis Obispo, CA",2017-09-20T13:41:00Z,2017-09-20,13
237.0,"Fresno, CA",2017-09-19T19:47:00Z,2017-09-19,19
236.0,"El Dorado, CA",2017-07-30T01:45:00Z,2017-07-30,01
231.0,"Contra Costa, CA",2017-07-08T02:20:00Z,2017-07-08,02
225.0,"Mariposa, CA",2017-07-02T13:36:00Z,2017-07-02,13
225.0,"San Luis Obispo, CA",2017-05-18T08:48:00Z,2017-05-18,08
225.0,"San Luis Obispo, CA",2017-05-15T13:58:00Z,2017-05-15,13
206.0,"Kern, CA",2017-06-10T12:17:00Z,2017-06-10,12
205.0,"Riverside, CA",2017-07-04T16:55:00Z,2017-07-04,16
200.0,"Lake, CA",2017-09-12T14:36:00Z,2017-09-12,14
200.0,"Alameda, CA",2017-08-22T14:00:00Z,2017-08-22,14
200.0,"San Diego, CA",2017-08-21T14:00:00Z,2017-08-21,14
200.0,"Riverside, CA",2017-07-31T14:22:00Z,2017-07-31,14
194.0,"Tehama, CA",2017-10-26T20:00:00Z,2017-10-26,20
190.0,"Santa Barbara, CA",2017-05-20T17:54:00Z,2017-05-20,17
186.0,"Plumas, CA",2017-08-20T16:26:00Z,2017-08-20,16
186.0,"Fresno, CA",2017-06-11T10:46:00Z,2017-06-11,10
184.0,"Kern, CA",2017-10-15T17:11:00Z,2017-10-15,17
183.0,"Kern, CA",2017-10-12T10:42:00Z,2017-10-12,10
180.0,"Shasta, CA",2017-07-18T12:39:00Z,2017-07-18,12
170.0,"San Bernardino, CA",2017-07-23T15:53:00Z,2017-07-23,15
168.0,"Riverside, CA",2017-08-19T16:31:00Z,2017-08-19,16
166.0,"Butte, CA",2017-07-10T14:45:00Z,2017-07-10,14
157.0,"Lassen, CA",2017-08-26T12:35:00Z,2017-08-26,12
157.0,"Madera, CA",2017-06-07T21:00:00Z,2017-06-07,21
155.0,"Alameda, CA",2017-09-19T14:05:00Z,2017-09-19,14
155.0,"Siskiyou, CA",2017-07-29T16:33:00Z,2017-07-29,16
153.0,"Riverside, CA",2017-06-18T15:10:00Z,2017-06-18,15
150.0,"Butte, CA",2017-10-09T15:05:00Z,2017-10-09,15
150.0,"San Luis Obispo, CA",2017-07-24T14:43:00Z,2017-07-24,14
150.0,"San Luis Obispo, CA",2017-06-14T11:44:00Z,2017-06-14,11
150.0,"Madera, CA",2017-05-17T15:30:00Z,2017-05-17,15
150.0,"San Bernardino, CA",2017-04-30T16:03:00Z,2017-04-30,16
148.0,"Trinity, CA",2017-10-14T16:00:00Z,2017-10-14,16
146.0,"Mendocino, CA",2017-09-19T13:02:00Z,2017-09-19,13
143.0,"Butte, CA",2017-09-28T14:46:00Z,2017-09-28,14
140.0,"El Dorado, CA",2017-07-26T13:58:00Z,2017-07-26,13
136.0,"El Dorado, CA",2017-09-17T15:18:00Z,2017-09-17,15
135.0,"Los Angeles, CA",2017-07-28T15:25:00Z,2017-07-28,15
135.0,"Tulare, CA",2017-06-13T17:00:00Z,2017-06-13,17
134.0,"Butte, CA",2017-06-16T09:27:00Z,2017-06-16,09
130.0,"Calaveras, CA",2017-10-09T01:10:00Z,2017-10-09,01
130.0,"San Diego, CA",2017-09-01T04:20:00Z,2017-09-01,04
130.0,"San Luis Obispo, CA",2017-05-02T14:32:00Z,2017-05-02,14
128.0,"Shasta, CA",2017-07-01T00:48:00Z,2017-07-01,00
126.0,"Fresno, CA",2017-04-29T17:15:00Z,2017-04-29,17
125.0,"Mariposa, CA",2017-08-13T16:23:00Z,2017-08-13,16
124.0,"Tuolumne, CA",2017-07-30T16:28:00Z,2017-07-30,16
122.0,"Riverside, CA",2017-08-04T14:25:00Z,2017-08-04,14
120.0,"San Luis Obispo, CA",2017-09-03T16:59:00Z,2017-09-03,16
120.0,"Riverside, CA",2017-05-25T14:48:00Z,2017-05-25,14
117.0,"Calaveras, CA",2017-07-17T12:55:00Z,2017-07-17,12
116.0,"Alameda, CA",2017-10-17T14:00:00Z,2017-10-17,14
114.0,"Napa, CA",2017-08-11T12:57:00Z,2017-08-11,12
111.0,"Fresno, CA",2017-08-26T14:31:00Z,2017-08-26,14
111.0,"Butte, CA",2017-06-22T11:10:00Z,2017-06-22,11
105.0,"San Luis Obispo, CA",2017-09-26T15:30:00Z,2017-09-26,15
105.0,"Riverside, CA",2017-06-15T11:36:00Z,2017-06-15,11
103.0,"Butte, CA",2017-07-19T16:02:00Z,2017-07-19,16
102.0,"Fresno, CA",2017-08-30T16:51:00Z,2017-08-30,16
101.0,"Santa Clara, CA",2017-07-11T16:51:00Z,2017-07-11,16
100.0,"San Diego, CA",2017-10-21T13:04:00Z,2017-10-21,13
100.0,"Sonoma, CA",2017-10-14T20:35:00Z,2017-10-14,20
100.0,"Lake, CA",2017-10-14T05:00:00Z,2017-10-14,05
100.0,"Solano, CA",2017-10-02T09:37:00Z,2017-10-02,09
100.0,"Santa Clara, CA",2017-09-03T19:17:00Z,2017-09-03,19
100.0,"Fresno, CA",2017-09-03T09:23:00Z,2017-09-03,09
100.0,"Santa Clara, CA",2017-08-11T14:55:00Z,2017-08-11,14
100.0,"San Bernardino, CA",2017-07-31T14:44:00Z,2017-07-31,14
99.0,"San Bernardino, CA",2017-11-29T12:19:00Z,2017-11-29,12
92.0,"Riverside, CA",2017-08-07T14:14:00Z,2017-08-07,14
91.0,"Fresno, CA",2017-07-05T15:40:00Z,2017-07-05,15
91.0,"Butte, CA",2017-06-06T12:43:00Z,2017-06-06,12
90.0,"Madera, CA",2017-07-07T10:00:00Z,2017-07-07,10
87.0,"Lake, CA",2017-10-06T14:38:00Z,2017-10-06,14
86.0,"Ventura, CA",2017-10-24T14:44:00Z,2017-10-24,14
85.0,"Riverside, CA",2017-08-31T10:13:00Z,2017-08-31,10
85.0,"Humboldt, CA",2017-08-03T11:58:00Z,2017-08-03,11
85.0,"San Bernardino, CA",2017-07-22T13:35:00Z,2017-07-22,13
85.0,"Santa Clara, CA",2017-06-29T13:56:00Z,2017-06-29,13
82.0,"Monterey, CA",2017-08-07T18:08:00Z,2017-08-07,18
81.0,"San Diego, CA",2017-10-13T15:40:00Z,2017-10-13,15
80.0,"El Dorado, CA",2017-12-28T20:51:00Z,2017-12-28,20
79.0,"Plumas, CA",2017-09-03T20:32:00Z,2017-09-03,20
79.0,"Tulare, CA",2017-05-31T11:30:00Z,2017-05-31,11
78.0,"Santa Clara, CA",2017-07-23T16:07:00Z,2017-07-23,16
78.0,"Tehama, CA",2017-06-04T16:22:00Z,2017-06-04,16
76.0,"Fresno, CA",2017-06-11T22:45:00Z,2017-06-11,22
74.0,"San Luis Obispo, CA",2017-09-26T16:45:00Z,2017-09-26,16
74.0,"El Dorado, CA",2017-07-08T16:38:00Z,2017-07-08,16
74.0,"San Bernardino, CA",2017-07-07T15:45:00Z,2017-07-07,15
73.0,"San Luis Obispo, CA",2017-10-13T12:14:00Z,2017-10-13,12
72.0,"Riverside, CA",2017-07-18T15:34:00Z,2017-07-18,15
70.0,"San Luis Obispo, CA",2017-08-02T10:33:00Z,2017-08-02,10
70.0,"Colusa, CA",2017-07-17T13:17:00Z,2017-07-17,13
70.0,"Santa Clara, CA",2017-07-10T15:54:00Z,2017-07-10,15
70.0,"Fresno, CA",2017-05-19T23:28:00Z,2017-05-19,23
69.0,"Fresno, CA",2017-08-27T18:47:00Z,2017-08-27,18
68.0,"Sacramento, CA",2017-06-01T15:38:00Z,2017-06-01,15
67.0,"Lassen, CA",2017-06-04T16:12:00Z,2017-06-04,16
65.0,"Stanislaus, CA",2017-06-21T14:45:00Z,2017-06-21,14
63.0,"Riverside, CA",2017-07-28T18:11:00Z,2017-07-28,18
63.0,"Mariposa, CA",2017-06-15T07:30:00Z,2017-06-15,07
62.0,"San Diego, CA",2017-08-26T11:30:00Z,2017-08-26,11
62.0,"Lake, CA",2017-08-08T16:40:00Z,2017-08-08,16
62.0,"Stanislaus, CA",2017-07-08T11:00:00Z,2017-07-08,11
60.0,"Tehama, CA",2017-06-18T07:15:00Z,2017-06-18,07
59.0,"Tulare, CA",2017-07-17T15:32:00Z,2017-07-17,15
59.0,"Calaveras, CA",2017-07-12T13:10:00Z,2017-07-12,13
58.0,"Fresno, CA",2017-10-11T15:59:00Z,2017-10-11,15
58.0,"Lake, CA",2017-09-12T16:08:00Z,2017-09-12,16
58.0,"Tulare, CA",2017-07-18T15:50:00Z,2017-07-18,15
58.0,"San Luis Obispo, CA",2017-07-07T16:23:00Z,2017-07-07,16
57.0,"Tehama, CA",2017-07-28T13:24:00Z,2017-07-28,13
57.0,"Fresno, CA",2017-07-04T13:21:00Z,2017-07-04,13
56.0,"Siskiyou, CA",2017-06-18T15:45:00Z,2017-06-18,15
55.0,"Solano, CA",2017-09-23T11:05:00Z,2017-09-23,11
55.0,"Siskiyou, CA",2017-08-29T15:39:00Z,2017-08-29,15
55.0,"Los Angeles, CA",2017-06-29T15:09:00Z,2017-06-29,15
54.0,"Siskiyou, CA",2017-08-28T22:00:00Z,2017-08-28,22
54.0,"Siskiyou, CA",2017-08-28T21:38:00Z,2017-08-28,21
54.0,"Santa Clara, CA",2017-06-21T18:02:00Z,2017-06-21,18
51.0,"Santa Clara, CA",2017-07-26T23:19:00Z,2017-07-26,23
50.0,"Kern, CA",2017-10-26T11:55:00Z,2017-10-26,11
50.0,"Riverside, CA",2017-10-23T10:31:00Z,2017-10-23,10
50.0,"Los Angeles, CA",2017-10-17T03:43:00Z,2017-10-17,03
50.0,"Kern, CA",2017-08-05T13:16:00Z,2017-08-05,13
50.0,"Santa Barbara, CA",2017-07-17T14:55:00Z,2017-07-17,14
50.0,"Yuba, CA",2017-07-08T16:47:00Z,2017-07-08,16
50.0,"Ventura, CA",2017-07-04T14:45:00Z,2017-07-04,14
50.0,"Riverside, CA",2017-07-03T15:14:00Z,2017-07-03,15
50.0,"San Diego, CA",2017-06-13T14:31:00Z,2017-06-13,14
48.0,"Madera, CA",2017-09-20T21:07:00Z,2017-09-20,21
48.0,"Riverside, CA",2017-05-28T15:27:00Z,2017-05-28,15
47.0,"San Benito, CA",2017-11-25T16:46:00Z,2017-11-25,16
47.0,"San Luis Obispo, CA",2017-07-20T14:43:00Z,2017-07-20,14
46.0,"Riverside, CA",2017-08-27T14:51:00Z,2017-08-27,14
46.0,"San Bernardino, CA",2017-07-12T15:29:00Z,2017-07-12,15
46.0,"Siskiyou, CA",2017-06-06T16:38:00Z,2017-06-06,16
45.0,"Riverside, CA",2017-12-21T11:16:00Z,2017-12-21,11
45.0,"San Luis Obispo, CA",2017-10-09T14:30:00Z,2017-10-09,14
45.0,"Shasta, CA",2017-04-03T16:00:00Z,2017-04-03,16
44.0,"Alameda, CA",2017-08-27T17:45:00Z,2017-08-27,17
43.0,"Tehama, CA",2017-11-02T14:40:00Z,2017-11-02,14
43.0,"Monterey, CA",2017-09-11T15:11:00Z,2017-09-11,15
42.0,"Monterey, CA",2017-06-29T20:44:00Z,2017-06-29,20
42.0,"Tehama, CA",2017-06-24T11:15:00Z,2017-06-24,11
42.0,"Modoc, CA",2017-06-03T13:09:00Z,2017-06-03,13
41.0,"Siskiyou, CA",2017-08-13T12:41:00Z,2017-08-13,12
41.0,"Los Angeles, CA",2017-06-29T15:45:00Z,2017-06-29,15
41.0,"Kern, CA",2017-05-14T14:00:00Z,2017-05-14,14
40.0,"Riverside, CA",2017-12-04T12:26:00Z,2017-12-04,12
40.0,"Riverside, CA",2017-11-14T16:11:00Z,2017-11-14,16
40.0,"San Bernardino, CA",2017-10-24T10:27:00Z,2017-10-24,10
40.0,"Shasta, CA",2017-10-08T04:53:00Z,2017-10-08,04
40.0,"Kern, CA",2017-09-29T15:58:00Z,2017-09-29,15
40.0,"Del Norte, CA",2017-09-12T12:45:00Z,2017-09-12,12
40.0,"Humboldt, CA",2017-08-28T08:01:00Z,2017-08-28,08
40.0,"Tehama, CA",2017-08-26T15:03:00Z,2017-08-26,15
40.0,"Lake, CA",2017-07-17T14:44:00Z,2017-07-17,14
40.0,"Monterey, CA",2017-07-16T11:17:00Z,2017-07-16,11
39.0,"Tuolumne, CA",2017-09-19T00:22:00Z,2017-09-19,00
39.0,"Yuba, CA",2017-07-24T14:56:00Z,2017-07-24,14
39.0,"Solano, CA",2017-06-22T13:08:00Z,2017-06-22,13
38.0,"Marin, CA",2017-06-27T10:39:00Z,2017-06-27,10
38.0,"Tuolumne, CA",2017-06-11T18:49:00Z,2017-06-11,18
37.0,"Shasta, CA",2017-10-31T11:22:00Z,2017-10-31,11
36.0,"Mariposa, CA",2017-07-07T15:50:00Z,2017-07-07,15
36.0,"San Diego, CA",2017-06-25T12:09:00Z,2017-06-25,12
35.0,"Riverside, CA",2017-09-29T18:01:00Z,2017-09-29,18
35.0,"Marin, CA",2017-07-12T16:15:00Z,2017-07-12,16
35.0,"Riverside, CA",2017-07-04T15:20:00Z,2017-07-04,15
35.0,"Sacramento, CA",2017-06-27T07:39:00Z,2017-06-27,07
35.0,"Kern, CA",2017-06-09T04:53:00Z,2017-06-09,04
35.0,"Riverside, CA",2017-05-21T16:12:00Z,2017-05-21,16
34.0,"San Bernardino, CA",2017-12-05T13:28:00Z,2017-12-05,13
34.0,"Riverside, CA",2017-09-10T13:49:00Z,2017-09-10,13
34.0,"Humboldt, CA",2017-08-31T13:57:00Z,2017-08-31,13
34.0,"San Benito, CA",2017-07-04T13:21:00Z,2017-07-04,13
33.0,"Riverside, CA",2017-07-07T12:56:00Z,2017-07-07,12
33.0,"Riverside, CA",2017-06-13T12:00:00Z,2017-06-13,12
33.0,"Kern, CA",2017-06-04T22:11:00Z,2017-06-04,22
32.0,"Trinity, CA",2017-08-02T11:13:00Z,2017-08-02,11
32.0,"Trinity, CA",2017-08-02T08:30:00Z,2017-08-02,08
32.0,"Riverside, CA",2017-07-13T10:28:00Z,2017-07-13,10
32.0,"Monterey, CA",2017-06-16T15:49:00Z,2017-06-16,15
32.0,"Monterey, CA",2017-06-11T18:12:00Z,2017-06-11,18
31.0,"Monterey, CA",2017-10-15T14:55:00Z,2017-10-15,14
31.0,"Fresno, CA",2017-08-23T13:28:00Z,2017-08-23,13
31.0,"Kern, CA",2017-05-12T05:05:00Z,2017-05-12,05
30.0,"Los Angeles, CA",2017-08-31T16:32:00Z,2017-08-31,16
30.0,"Humboldt, CA",2017-08-03T16:41:00Z,2017-08-03,16
30.0,"Riverside, CA",2017-07-03T19:31:00Z,2017-07-03,19
29.0,"El Dorado, CA",2017-10-10T15:36:00Z,2017-10-10,15
29.0,"Tehama, CA",2017-07-08T18:58:00Z,2017-07-08,18
28.0,"Butte, CA",2017-09-25T11:03:00Z,2017-09-25,11
28.0,"Modoc, CA",2017-08-30T11:38:00Z,2017-08-30,11
28.0,"Del Norte, CA",2017-06-26T21:30:00Z,2017-06-26,21
28.0,"Riverside, CA",2017-06-15T15:51:00Z,2017-06-15,15
27.0,"Modoc, CA",2017-08-30T14:50:00Z,2017-08-30,14
27.0,"Riverside, CA",2017-06-03T12:09:00Z,2017-06-03,12
26.0,"Yuba, CA",2017-09-26T15:20:00Z,2017-09-26,15
26.0,"Riverside, CA",2017-06-18T16:03:00Z,2017-06-18,16
26.0,"Riverside, CA",2017-06-01T16:12:00Z,2017-06-01,16
25.0,"San Diego, CA",2017-10-15T14:05:00Z,2017-10-15,14
25.0,"San Luis Obispo, CA",2017-09-23T15:40:00Z,2017-09-23,15
25.0,"San Diego, CA",2017-09-07T15:41:00Z,2017-09-07,15
25.0,"Shasta, CA",2017-09-01T11:21:00Z,2017-09-01,11
25.0,"San Diego, CA",2017-06-27T09:38:00Z,2017-06-27,09
25.0,"Madera, CA",2017-06-18T14:04:00Z,2017-06-18,14
25.0,"Los Angeles, CA",2017-06-03T15:39:00Z,2017-06-03,15
25.0,"San Diego, CA",2017-05-24T15:30:00Z,2017-05-24,15
23.0,"Riverside, CA",2017-10-10T14:57:00Z,2017-10-10,14
22.0,"Alameda, CA",2017-09-26T12:22:00Z,2017-09-26,12
22.0,"Calaveras, CA",2017-07-05T16:56:00Z,2017-07-05,16
22.0,"Napa, CA",2017-06-13T10:18:00Z,2017-06-13,10
21.0,"San Luis Obispo, CA",2017-10-20T12:13:00Z,2017-10-20,12
21.0,"Lake, CA",2017-09-05T14:55:00Z,2017-09-05,14
21.0,"Tulare, CA",2017-07-05T08:24:00Z,2017-07-05,08
21.0,"Butte, CA",2017-06-22T09:49:00Z,2017-06-22,09
21.0,"Shasta, CA",2017-06-13T12:47:00Z,2017-06-13,12
21.0,"San Benito, CA",2017-05-22T04:50:00Z,2017-05-22,04
20.0,"Humboldt, CA",2017-10-08T16:40:00Z,2017-10-08,16
20.0,"Sonoma, CA",2017-10-07T20:00:00Z,2017-10-07,20
20.0,"Tehama, CA",2017-10-03T16:22:00Z,2017-10-03,16
20.0,"Tuolumne, CA",2017-08-01T16:33:00Z,2017-08-01,16
20.0,"San Bernardino, CA",2017-07-22T15:49:00Z,2017-07-22,15
20.0,"Mendocino, CA",2017-07-17T12:37:00Z,2017-07-17,12
20.0,"Riverside, CA",2017-06-13T17:21:00Z,2017-06-13,17
20.0,"Contra Costa, CA",2017-06-05T13:17:00Z,2017-06-05,13
